fullNames,postDates,starRatings,postReviews,totalReviews,aggregateRating
Siok San,a year ago,5,"Good skin treatment. 
The Best Skin Doctor",177,4.0
W.M. Yong,a year ago,3,"Doctor's medication is good, but be prepared to wait 2 hours just for collecting cream and put up with poor counter service.",177,4.0
Wei Leong Tay,2 years ago,5,"Amazing health service and advice. They will look after you with great care. 

Have read a lot of negative reviews regarding waiting times. Yes, waiting times can be long, but anyone worth seeing will inevitably have long queues. People travel from all over the world to seek their speciality and care, and that's why they are busy.",177,4.0
Vindy Lestari,a year ago,1,"The doctor is good, but the lady wearing glasses ( short one) she  didnt call the queue in order....i been waiting to see doctor for more than 2 hours..somemore people who came behind me allredy bern called",177,4.0
Ong Lay,a year ago,3,"Very expensive costing.
Still have many clinic are more reasonable
Price than this.can try other ,if your skin 
Not in the big trouble.",177,4.0
Ling Ling Leoh,3 years ago,5,"I have to say that Dr. Lim is such an amazing dermatologist. He's very knowledgeable, passionate and most importantly, meticulous and detailed oriented. He explained my skin condition to me very carefully and in a way that's very easy to …",177,4.0
Lena Jiang,2 years ago,5,Amazing Doctor! Friendly and very helpful. Advice and treatment has been spot on. Will definitely be bringing my mum to see him.,177,4.0
Adele Teo,2 years ago,5,"Dr Lim is an amazing doctor. He is also patient and is more than willing to explain and answer questions about my skin condition. His method has helped my skin tremendously. Although the wait is at times long, all good things are worth the wait :) I would definitely recommend anyone with skin conditions to pay Dr Lim a visit.",177,4.0
Raymond Khoo,2 years ago,5,"The doctors here are of international standard. Although the line and wait is long, it only shows the fact that people are willing to wait a long time for such knowledgable doctors. The service provided was excellent. It is definitely worth the wait.",177,4.0
Will Tay,2 years ago,5,"Has saved me a lot of time and pain. Great advice from doctor who steered me away from more aggressive and unnecessary treatment options advised by other clinics that I have been to. Really grateful for their guidance in managing my condition, which has remarkably improved. Wait times can be long, but it's worth it.",177,4.0
Emily Hui,8 months ago,3,"I visited them due to my acne problem, the effects was good. This place usually very crowded therefore the service could be slow and be ready for that especially when you wanna see the doctor, if just buy medicine will be a little bit faster.",177,4.0
Chern Chung,3 years ago,5,"I was very pleased with my experience with Dr. Lim. He treats patients with professionalism and care plus a lot of passion and compassion. Although the queue was a bit long, the treatment I received was definitely worth my time waiting. No second doubt to give a 5 star rating.",177,4.0
LIM SOO NEE,2 years ago,5,"The doctors are very professional and knowledgeable. Even though the queue is long but it worth to wait. There are senario of people complaining the waiting duration and wanted to cut queue. However , as we all know, the consultation and …",177,4.0
Eddy,3 years ago,4,"The doctors are undeniably great at what they are doing. 
It's very obvious from other comments that this clinic's queue management needs to improve. If you are planning to consult with the doctor, you'd better come early in the morning …",177,4.0
cool ice,2 years ago,5,"Don't mind waiting.. As there is only 2 doctors in the clinic and also, they need time to explain about the details for the medicine. Besides, the doctor is a friendly and good one and he is willing to explain clearly about the medicine.",177,4.0
Daniel T,2 years ago,5,"Coming to Penang the first time to get a check left me great satisfaction. The line was long, however it was worth the journey all the way from KL to visit Dr Lim wish such high standards",177,4.0
Yully Herlina,2 years ago,1,Queuing system is messed. Need to be fixed soon for everyone sake. Poor patients have to wait without notice how long they must wait. Hopefully they will be better in the near future. God bless....,177,4.0
Adeela AS,a year ago,4,"Very nice doctor..good quality for medicine(halal n toyyib)..my face not oily anymore, now just wait for reducing my pimples scar👍🏼",177,4.0
Anisha Izzreen,2 years ago,5,I love Dr lim so much he is so friendly and nice and si comfortable to talk to him and ask anything ! Highly recommended for those who wants to consult skin specialist :),177,4.0
Nur Lisa,2 years ago,5,"Strongly recommended... Amazing Doctor, friendly and helpful. Thanks Dato Dr Lim for your advice given to my daughter..anisha",177,4.0
layxian lim,2 years ago,5,"Doctor is good and his med make me look well. Need really passion on the waiting, but I willing to wait instead of go other clinic and can’t recover.",177,4.0
Teoh En,2 years ago,5,"Amazing doctor!Treat us very good and explain the medicine very detail.Although it might take longer to wait until yr turn(as many ppl come）, the treatment is definitely worthwhile!An advice for those who want to see Dr Lim , please wait …",177,4.0
Ang Eng Keat,3 years ago,5,Highly qualified and excellent doctor who knows their work very well. Don't mind waiting a bit longer as there is usually lot of patient seeking treatment. Dispensary was a a bit slow probably due to the nurses need to be careful when dispensing medicines.,177,4.0
Adeline Cjun,2 years ago,2,The registration took around half hour. Receptionist is unfriendly and impatient. If you want to visit at least need to spend 3 hours here (weedays). Doctor wont explain much and wont understand further details of patient. When i want to …,177,4.0
BJ Carlos,2 years ago,5,"The doctors are friendly and they are frank with you. I like the fact that Mr.Lim cares for my well being, and he provides me with the right products for my face. Everything is great besides the waiting time but its worth it because the consulatation is world class.",177,4.0
ximon khor,2 years ago,5,Thank you to  Dato Dr. Lim for many year of supporting our spastic children association and also for treating my god brother who is OKU for free and giving us medicine with no charges for many years. It has been very helpful to my family. Thank you very much.,177,4.0
Deng Bernard,2 years ago,5,"My wife had some skin irritation while we were holidaying in Penang in August last year. The hotel’s General Manager recommended Lim’s Skin Clinic to us. My wife was treated by Prof. Dr Lim Shueh Wei the next day. 

He is very courteous, …",177,4.0
Tee Huey Yi,2 years ago,5,"Strongly recommend to my friends who have skin problem and would like cured it in professional manner. Prof dr. Lim is knowledgeable and had educate me how to cure my acne problem in a correct way. I follow the treatment for 6 months, nw i …",177,4.0
Ee Ling,3 years ago,5,Very nice and friendly doctors. Doctors listen and check patients skin problems / conditions carefully. Medicals / skin care products and technical treatments side are excellent.,177,4.0
Syama lah,2 years ago,5,Proffesional doctor. Satiesfied with the service and medicine. As doctor promise will cure within 4 months and can see the improvement within 3 months. Worth for waiting.,177,4.0
Nety Samsuddin,2 years ago,5,"Very good doctors with vast experience: My conversations with other patients all very happy and grateful, Complaints about waiting from a few patients not important as doctors took time to explajn their conditions to patients: Very careful; …",177,4.0
Chungtheng Lim,2 years ago,5,Very  satisfied with the service. Great doctor. Totally cure my skin problem.,177,4.0
Cpc,2 years ago,1,"Too commercialised.. .. In fact the doctor didn't help to get rid of my daughter's skin problem, instead make her rely on all the daily use products that have to buy from them every month.",177,4.0
Mushi Loh,2 years ago,5,"Although long queue need to be wait, but it was worth to wait because professional doctor and good nurse available here.",177,4.0
SY Chen,2 years ago,4,always crowded as it is a renowned clinic but the service level and effectiveness of medicine prescribed is worth it.,177,4.0
Lee Beng Lai,3 years ago,5,"Highly qualified and very good doctors but nurses slow in dispensing. Don't mind waiting, as getting best treatment more important to me.",177,4.0
Eddysen Yeap,2 years ago,1,"Have a high knowledge of doctor. No clinic system and don't know how to fix the long queue. Just know how to earn the people money. I just bought for medicine only, have wait for 2 hours. Bad service.",177,4.0
Cheri Tan,2 years ago,4,"Doctor is super amazing and very knowledgeable.I having dandruff for five years and was tried for so many treatment such as miracle hair expert but still do not have any improvement.Dr lim gave me one month medicine,one bottle shampoo and …",177,4.0
Tan Mei Shan,3 years ago,1,"Terrible service! 
Appointment at 11am but we are still waiting after 2 hours, what is the point of making appoitment?
They should computerized everything instead of manually control the patients to be called to see doctor! 
The nurse told …",177,4.0
Sha Sha,3 years ago,5,One of the best skin specialist clinic in town... I used to be there since im kids... My late father brought me there for my skin prob... And now im still get treatment there for other skin prob... Glad to see his son become a specialist …,177,4.0
nierah my,2 years ago,4,Nice doctor.,177,4.0
Soon Zhi Chung,a year ago,5,Very good patient and helpful doctor.,177,4.0
Ennie Yin,2 years ago,5,"Eventhough need to wait long for Q, but the services and doctors are professional 💕
Thank you for solving my skin problem 👍",177,4.0
Regala Guru,3 years ago,3,Good Doctor but very bad customer service by the staffs there. Staffs are actually not working in a organized manner which leads to unnecessary increase in waiting time ! Will give 5 star rating if they change their system,177,4.0
Shiii ming,2 years ago,4,"Good doctor here, my skin really become better and nice 😊",177,4.0
tommy wongso,a year ago,5,Best 👍👍👍👍👍👍,177,4.0
HS T,2 years ago,5,Very good doctor treated my skin very good,177,4.0
Alexander Lim,3 years ago,3,GOod doctor...but very teriible servicee,177,4.0
Daniel Sim,a year ago,3,"My experience with the doctor was okay, but the dispensary staff was not knowledgeable about the medications she was giving me, and did not seem to want to find out for me until I insisted.",177,4.0
Sarkunakumaran Kumaran,2 years ago,5,We Very  happy  with they  are  treadmend .,177,4.0
AZEEZ SHERIFF,3 years ago,1,Do NOT believe the five star reviews. It is fake review given by Clinic employee and their family!!,177,4.0
gi ana,2 years ago,5,Really really perfect...😍,177,4.0
Sherlin Ven,2 years ago,5,Best skin clinic !!,177,4.0
Janice Lim,3 years ago,5,I come to visit doctor not the nurse...The waiting is long but I will wait to see doctor because doctor is very good and can treat my skin problem.,177,4.0
CHANG YIWEN,2 years ago,1,registration system very bad ，no politeness,177,4.0
phan ning,2 years ago,3,The staffs attitude were horrible,177,4.0
Michelle Koay,2 years ago,5,Good doctor,177,4.0
Kamache Vijayan,2 years ago,1,"The worst clinic I attend before , they only entertain the foreigners first , where I spent almost 4 hours there, but not able see doctor and finally I just walked away .There are no rules for “first in first out” perhaps the rules is “who …",177,4.0
Yew Rong,2 years ago,1,"Worst of the worst clinic system ever i have experienced , waited 4hours still not able to see the doctor!!!!!!!!!!!!",177,4.0
ang cheng leong,2 years ago,5,Very happy with treatment.,177,4.0
izzaty rahman,3 years ago,1,Bad customer service by the staff,177,4.0
Thor Andrew,3 years ago,5,Amazing treatment,177,4.0
Thayalan Muthurajoo,5 years ago,5,Great,177,4.0
ALINA MAZWIN,9 months ago,5,"(Translated by Google) Very comfortable waiting room ... Good skincare service.

(Original)
Ruang menunggu yg sangat selesa... Khidmat Pakar Kulit yg baik.",177,4.0
penta peturun,11 months ago,4,"(Translated by Google) Crowded patients from all over the world, must be for those who seek treatment and recovery

(Original)
Rame pasien dari seluruh dunia, mustajab bagi yang berobat dan sembuh",177,4.0
Hel Lo,11 months ago,5,"(Translated by Google) Personally recommend LimSkinSpecialistClinic.
The doctor here is very professional and very concerned about the patient's condition. My condition made me very worried about worry. But under the guidance of Dr. Lin, my …",177,4.0
Alvin Tanimin,a year ago,4,(Translated by Google) For an expert may ya hrusnya there is a better place yes krn somewhat cramped and messy system so wait a long time to buy medicine 1 hour hhe and for the first time must be confused krn already crowded jg hhi and the …,177,4.0
Ang SC,8 months ago,5,"(Translated by Google) It is highly recommended that the doctor is very professional and cares about the patient's condition, and will also give the patient suitable and less burdensome treatment recommendations.

(Original)
非常推荐，医生很专业，而且很关心病人的状况，也会给予病人适合且对身体比较没有负担的疗法建议。",177,4.0
senot yde,a year ago,5,"(Translated by Google) Forgive me as a dr klinik lim sbb too many people ... but I'm 5 star as a female there elok2 ... hehe

(Original)
Maafkan saya sbb lari dr klinik lim sbb terlalu ramai org...tetapi saya bg 5 bintang sbb perempuan di sana elok2...hehe",177,4.0
soo wei choong,8 months ago,5,"(Translated by Google) The doctor is very professional, very friendly, very medical. I highly recommend it.

(Original)
医生非常专业,也很友善,很有医德.本人非常推荐",177,4.0
Devi Asriani,a year ago,1,"(Translated by Google) I asked to grow hair on my head because there were a lot of falls but not the hair on my head grew but one body all grew hair, I was very disappointed and regretful that this team to klinick Lim ...

(Original)
Saya …",177,4.0
Suntario Gunawan,8 months ago,4,"(Translated by Google) There are many people in line. No wireless.
There is no list when paying. After returning home, my wife asked me how much it was. I said *** RM and wanted to see the list. Embarrass me
Hope the skin will get better: D

(Original)
人多，排队。没无线。
付钱的时候没单子。回家之后老婆问我多少钱，我说***RM，想看单子。这个为难我 
希望皮肤会好起来 :D",177,4.0
harianto wardoyo,7 months ago,5,"(Translated by Google) One of the best skin Dr. in penang

(Original)
Salah satu Dr kulit terbaik di penang",177,4.0
Iffar Damha,a year ago,3,"(Translated by Google) His medication is ok..the waiting period is too long ..

(Original)
Ubatan nya ok..cuma tempoh menunggu terlalu lama..",177,4.0
F. Harfi Sitorus,a year ago,5,(Translated by Google) I have been loyal for almost 8 years here. I usually prefer to be handled by a datuk lim directly. Because from the beginning already the same lim datuk. Want to put it in ... it should be equipped with lim clinic. So …,177,4.0
Raymond Ng,2 years ago,1,"(Translated by Google) Bad service. Staff attitude is poor, the distribution of drugs to the guests did not follow the order, see the money to buy a lot of first give, buy less, always called, etc., also called back again, ask the question …",177,4.0
二羽,2 years ago,4,"(Translated by Google) There are so many people waiting to see a doctor.
But the doctor is very kind and patient to help you explain your cause.

(Original)
等候看診的人超級多，多，非常多。
但醫生非常友善耐心幫你解釋你的病因。",177,4.0
Winda Ph4n,3 years ago,5,"(Translated by Google) quite satisfied the doctor is very good, thank you very much good skin disease.

(Original)
cukup puas hati dokter sangat baik, terima kasih penyakit kulit baik banyak.",177,4.0
微光,9 months ago,5,"(Translated by Google) Good, healed

(Original)
Good ，痊愈了",177,4.0
Yang Kai,a year ago,5,,177,4.0
Eva Eva,3 years ago,5,,177,4.0
Imas Ramadhani,a year ago,5,,177,4.0
Devendran Dhanush,a year ago,5,,177,4.0
Edward Chee,a month ago,1,,177,4.0
nathan ooi,6 years ago,4,,177,4.0
LH Kitchen,3 years ago,5,,177,4.0
xying beh,2 years ago,5,,177,4.0
Mas Asri,11 months ago,5,,177,4.0
Mie Mey,7 years ago,4,,177,4.0
Vi Vo,3 years ago,5,,177,4.0
MZ World Production,2 years ago,1,,177,4.0
krisma kristiana,2 years ago,5,,177,4.0
Bohhoon Teoh,a year ago,1,,177,4.0
Jarir Schweizer,a year ago,5,,177,4.0
Daushh FI,a year ago,5,,177,4.0
Ira Sinaga,a year ago,5,,177,4.0
Siew Wen Ching,3 years ago,4,,177,4.0
Sing yee .,2 years ago,1,,177,4.0
mohamad sulaiman,2 years ago,5,,177,4.0
Tharsini Selvakumar,2 years ago,5,,177,4.0
Michelle Amanda,a year ago,5,,177,4.0
JJ lim,a year ago,5,,177,4.0
Bawani Letehumanan,2 years ago,5,,177,4.0
Amanda Khoo,2 years ago,5,,177,4.0
112ifyhei,2 years ago,5,,177,4.0
Angeline Jos,7 months ago,5,,177,4.0
CK Y,2 years ago,5,,177,4.0
Megawati Kurnia,2 years ago,5,,177,4.0
Ganesan Nadarajah581,2 months ago,5,,177,4.0
KIM MAY CHEE,3 years ago,5,,177,4.0
Noor Azmina,2 years ago,5,,177,4.0
Jonson 林長勝 Salim,a year ago,4,,177,4.0
Batrisya Zulaikha,a year ago,5,,177,4.0
athirah radzi,7 months ago,5,,177,4.0
Quan Hoang,2 years ago,5,,177,4.0
cy T,8 months ago,1,,177,4.0
Sansan Felycia,2 years ago,5,,177,4.0
Gathnah Manjit,2 years ago,5,,177,4.0
Tang Xin Xuan,2 years ago,5,,177,4.0
Eric Teoh,a year ago,5,,177,4.0
Aqila Halim,3 years ago,4,,177,4.0
Leonard Alfa,5 years ago,5,,177,4.0
Wak Wak579,a year ago,5,,177,4.0
tan kim huaey,2 years ago,1,,177,4.0
Tang Cheryl,2 years ago,5,,177,4.0
sudharshinee devi,3 years ago,2,,177,4.0
Yumika Mika,11 months ago,5,,177,4.0
faresh shah,10 months ago,5,,177,4.0
Porhan Kang,a year ago,5,,177,4.0
Nurul Fatihah,2 years ago,5,,177,4.0
Juwairiah Ghazanfar,3 years ago,1,,177,4.0
Sabila Barus,2 years ago,5,,177,4.0
Jovian Ng,2 years ago,5,,177,4.0
Jia Hong Tang,2 years ago,1,,177,4.0
Bala Krishnan,a year ago,5,,177,4.0
Ray Ng,2 years ago,5,,177,4.0
Sesilia Tjahjadi,2 years ago,5,,177,4.0
sam LEE,2 years ago,1,,177,4.0
Miss L,2 years ago,4,,177,4.0
Lenny Salim,6 months ago,5,,177,4.0
Miao Yk,4 years ago,1,,177,4.0
sushixkimchi,a year ago,1,,177,4.0
Anita Moey,3 years ago,5,,177,4.0
Jia Jia Lee,2 years ago,5,,177,4.0
Rahma Ragil0,2 years ago,5,,177,4.0
Yung Huung,a year ago,1,,177,4.0
Hooi Leng Ong,a year ago,5,,177,4.0
Kristina Anak ayam,2 years ago,5,,177,4.0
Ying Ying Lai,2 years ago,5,,177,4.0
Glassie,2 years ago,5,,177,4.0
